00000000, ffffffff, 00000000, ffffffff, 0, 1, 00000000, ffffffff, 0, 1,                 2117                  117
865a8e0c, 79a571f3, 0c1dbd18, f3e242e7, 1, 0, 92784b25, 6d87b4da, 0, 1,               241350                  155
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               241484                  134
bcb13079, 434ecf86, 366d676c, c9929893, 1, 0, f31e97e6, 0ce16819, 0, 1,               241641                  157
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               241775                  134
4739f38e, b8c60c71, 2db0d95b, d24f26a4, 0, 1, 74eacce9, 8b153316, 0, 1,               241912                  137
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               242047                  135
ec465ad8, 13b9a527, 17b1cd2f, e84e32d0, 1, 0, 03f82808, fc07d7f7, 1, 0,               242267                  220
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               242402                  135
1eee333d, e111ccc2, 1053a720, efac58df, 0, 1, 2f41da5d, d0be25a2, 0, 1,               242572                  170
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               242705                  133
0ee3ed1d, f11c12e2, 92de5425, 6d21abda, 0, 1, a1c24142, 5e3dbebd, 0, 1,               242874                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               243009                  135
6a5f39d4, 95a0c62b, da3c32b4, 25c3cd4b, 0, 1, 449b6c88, bb649377, 1, 0,               243150                  141
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               243283                  133
3a9b6375, c5649c8a, d022e8a0, 2fdd175f, 1, 0, 0abe4c16, f541b3e9, 1, 0,               243452                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               243586                  134
34526768, cbad9897, 31df4b63, ce20b49c, 1, 0, 6631b2cc, 99ce4d33, 0, 1,               243726                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               243860                  134
7b2687f6, 84d97809, 6e3c37dc, 91c3c823, 0, 1, e962bfd2, 169d402d, 0, 1,               243998                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               244133                  135
172e032e, e8d1fcd1, 9abc7835, 654387ca, 0, 1, b1ea7b63, 4e15849c, 0, 1,               244307                  174
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               244442                  135
e73b48ce, 18c4b731, 671fa9ce, 98e05631, 0, 1, 4e5af29c, b1a50d63, 1, 0,               244593                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               244728                  135
738389e7, 8c7c7618, 5cea0bb9, a315f446, 0, 1, d06d95a0, 2f926a5f, 0, 1,               244899                  171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               245034                  135
b43aa868, 4bc55797, ad676c5a, 529893a5, 1, 0, 61a214c3, 9e5deb3c, 1, 0,               245188                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               245322                  134
f4790ee8, 0b86f117, 83610a06, 7c9ef5f9, 0, 1, 77da18ee, 8825e711, 1, 0,               245477                  155
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               245611                  134
f87292f0, 078d6d0f, ee7e6adc, 11819523, 1, 0, e6f0fdcd, 190f0232, 1, 0,               245796                  185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               245932                  136
56e9afad, a9165052, 3d09457a, c2f6ba85, 1, 0, 93f2f528, 6c0d0ad7, 0, 1,               246114                  182
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               246249                  135
24eac149, db153eb6, a58c544b, 5a73abb4, 1, 0, ca771595, 3588ea6a, 0, 1,               246386                  137
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               246519                  133
39d4db73, c62b248c, ac854659, 537ab9a6, 0, 1, e65a21cc, 19a5de33, 0, 1,               246670                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               246804                  134
f67490ec, 098b6f13, 6b2191d6, 94de6e29, 1, 0, 619622c3, 9e69dd3c, 1, 0,               246958                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               247093                  135
d674baac, 298b4553, f2be5ae5, 0d41a51a, 0, 1, c9331591, 36ccea6e, 1, 0,               247244                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               247379                  135
6275f9c4, 9d8a063b, 2da34f5b, d25cb0a4, 0, 1, 9019491f, 6fe6b6e0, 0, 1,               247581                  202
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               247716                  135
cc139e98, 33ec6167, 00308d00, ffcf72ff, 1, 0, cc442b99, 33bbd466, 0, 1,               247867                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               248000                  133
06a74f0d, f958b0f2, be777a7c, 41888583, 1, 0, c51ec98a, 3ae13675, 0, 1,               248156                  156
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               248290                  134
1f78473e, e087b8c1, 78f6abf1, 8709540e, 1, 0, 986ef330, 67910ccf, 0, 1,               248461                  171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               248596                  135
93bc3c27, 6c43c3d8, dff0bcbf, 200f4340, 1, 0, 73acf8e7, 8c530718, 1, 0,               248734                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               248870                  136
1781572f, e87ea8d0, b7963e6f, 4869c190, 0, 1, cf17959e, 30e86a61, 0, 1,               249024                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               249159                  135
b9af9673, 4650698c, bffa847f, 40057b80, 0, 1, 79aa1af2, 8655e50d, 1, 0,               249299                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               249434                  135
3047af60, cfb8509f, ba8b9475, 45746b8a, 0, 1, ead343d5, 152cbc2a, 0, 1,               249585                  151
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               249720                  135
f92a3af2, 06d5c50d, 8b84fe17, 747b01e8, 0, 1, 84af3909, 7b50c6f6, 1, 0,               249874                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               250008                  134
e3dfc2c7, 1c203d38, 8895ba11, 776a45ee, 1, 0, 6c757cd9, 938a8326, 1, 0,               250180                  172
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               250313                  133
983cf430, 67c30bcf, 86b1140d, 794eebf2, 0, 1, 1eee083d, e111f7c2, 1, 0,               250485                  172
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               250619                  134
f3920ce7, 0c6df318, 57c27daf, a83d8250, 0, 1, 4b548a96, b4ab7569, 1, 0,               250774                  155
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               250909                  135
81655c02, 7e9aa3fd, d5bc72ab, 2a438d54, 0, 1, 5721cead, a8de3152, 1, 0,               251059                  150
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               251194                  135
1e225d3c, e1dda2c3, 833a6206, 7cc59df9, 0, 1, a15cbf42, 5ea340bd, 0, 1,               251393                  199
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               251527                  134
3a95b575, c56a4a8a, e2ad84c5, 1d527b3a, 1, 0, 1d433a3b, e2bcc5c4, 1, 0,               251679                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               251812                  133
377e3f6e, c881c091, 1bccbd37, e43342c8, 0, 1, 534afca5, acb5035a, 0, 1,               251951                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               252086                  135
16b7cf2d, e94830d2, 0bbf7917, f44086e8, 0, 1, 22774844, dd88b7bb, 0, 1,               252239                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               252374                  135
53ea5fa7, ac15a058, 9f3b963e, 60c469c1, 1, 0, f325f5e6, 0cda0a19, 0, 1,               252527                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               252662                  135
76e2e5ed, 891d1a12, 068e3b0d, f971c4f2, 0, 1, 7d7120fa, 828edf05, 0, 1,               252832                  170
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               252966                  134
9c86e039, 63791fc6, 2247b944, ddb846bb, 1, 0, bece997e, 41316681, 0, 1,               253151                  185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               253285                  134
113c7f22, eec380dd, 24027348, dbfd8cb7, 1, 0, 353ef26b, cac10d94, 0, 1,               253466                  181
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               253601                  135
5cc2c9b9, a33d3646, f97cb4f2, 06834b0d, 0, 1, 563f7eab, a9c08154, 1, 0,               253789                  188
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               253924                  135
f23c4ee4, 0dc3b11b, 60fd93c1, 9f026c3e, 1, 0, 5339e2a6, acc61d59, 1, 0,               254078                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               254212                  134
58164fb0, a7e9b04f, acbcd059, 53432fa6, 1, 0, 04d3200a, fb2cdff5, 1, 0,               254446                  234
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               254581                  135
f9cb16f3, 0634e90c, efc5c0df, 103a3f20, 0, 1, e990d7d2, 166f282d, 1, 0,               254734                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               254870                  136
6d1c53da, 92e3ac25, c18d1c83, 3e72e37c, 0, 1, 2ea9705d, d1568fa2, 1, 0,               255039                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               255173                  134
20748140, df8b7ebf, a631ec4c, 59ce13b3, 1, 0, c6a66d8d, 39599272, 0, 1,               255315                  142
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               255449                  134
66e2a5cd, 991d5a32, a8216250, 57de9daf, 0, 1, 0f04081d, f0fbf7e2, 1, 0,               255620                  171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               255754                  134
89a40413, 765bfbec, 7c95c1f9, 836a3e06, 1, 0, 0639c60d, f9c639f2, 1, 0,               255925                  171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               256060                  135
8f097a1e, 70f685e1, d72830ae, 28d7cf51, 0, 1, 6631aacc, 99ce5533, 1, 0,               256197                  137
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               256332                  135
7ea4c5fd, 815b3a02, 096dab12, f69254ed, 1, 0, 88127110, 77ed8eef, 0, 1,               256519                  187
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               256654                  135
8b09be16, 74f641e9, e256d0c4, 1da92f3b, 1, 0, 6d608edb, 929f7124, 1, 0,               256839                  185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               256973                  134
92dc7225, 6d238dda, a5cad44b, 5a352bb4, 0, 1, 38a74670, c758b98f, 1, 0,               257128                  155
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               257263                  135
3cba7d79, c3458286, 17b54f2f, e84ab0d0, 1, 0, 546fcca9, ab903356, 0, 1,               257430                  167
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               257565                  135
94792628, 6b86d9d7, a67f2a4c, 5980d5b3, 1, 0, 3af85075, c507af8a, 1, 0,               257705                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               257840                  135
31ed3963, ce12c69c, efaa78df, 10558720, 1, 0, 2197b243, de684dbc, 1, 0,               258012                  172
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               258147                  135
3d8a4d7b, c275b284, d6095aac, 29f6a553, 0, 1, 1393a827, ec6c57d8, 1, 0,               258334                  187
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               258469                  135
98b95431, 6746abce, 5bc7d9b7, a4382648, 1, 0, f4812de9, 0b7ed216, 0, 1,               258672                  203
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               258806                  134
083c7510, f7c38aef, 1b40cf36, e4bf30c9, 1, 0, 237d4447, dc82bbb8, 0, 1,               258990                  184
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               259125                  135
1dce6d3b, e23192c4, c055bc80, 3faa437f, 1, 0, de2429bc, 21dbd643, 0, 1,               259294                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               259428                  134
c5b0408b, 3a4fbf74, f8c1b2f1, 073e4d0e, 1, 0, be71f37d, 418e0c82, 1, 0,               259618                  190
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               259752                  134
7fe5bfff, 801a4000, 249f2f49, db60d0b6, 0, 1, a484ef48, 5b7b10b7, 0, 1,               259923                  171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               260058                  135
d1a438a3, 2e5bc75c, 5118f5a2, aee70a5d, 0, 1, 22bd2e45, dd42d1ba, 1, 0,               260227                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               260361                  134
6f2a7bde, 90d58421, e5fdfacb, 1a020534, 1, 0, 552876aa, aad78955, 1, 0,               260532                  171
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               260668                  136
a5e9b84b, 5a1647b4, 9bb03e37, 644fc1c8, 1, 0, 4199f683, be66097c, 1, 0,               260856                  188
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               260990                  134
713135e2, 8ececa1d, f9a6aef3, 0659510c, 0, 1, 6ad7e4d5, 95281b2a, 1, 0,               261162                  172
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               261297                  135
575cc1ae, a8a33e51, 7679ffec, 89860013, 0, 1, cdd6c19a, 32293e65, 0, 1,               261484                  187
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               261619                  135
69d63bd3, 9629c42c, 89349412, 76cb6bed, 1, 0, f30acfe6, 0cf53019, 0, 1,               261816                  197
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               261949                  133
dad6e0b5, 25291f4a, 405d5f80, bfa2a07f, 0, 1, 1b344035, e4cbbfca, 1, 0,               262152                  203
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               262286                  134
071af70e, f8e508f1, 75f5b9eb, 8a0a4614, 0, 1, 7d10b0f9, 82ef4f06, 0, 1,               262454                  168
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               262590                  136
03551706, fcaae8f9, 28624b50, d79db4af, 1, 0, 2bb76257, d4489da8, 0, 1,               262743                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               262877                  134
11da4b23, ee25b4dc, 0ef6e91d, f10916e2, 0, 1, 20d13440, df2ecbbf, 0, 1,               263064                  187
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               263199                  135
ab48a656, 54b759a9, dd9d70bb, 22628f44, 0, 1, 88e61711, 7719e8ee, 1, 0,               263356                  157
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               263491                  135
7eebfdfd, 81140202, 05cfaf0b, fa3050f4, 0, 1, 84bbad08, 7b4452f7, 0, 1,               263660                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               263795                  135
99cb0633, 6634f9cc, cbdc3a97, 3423c568, 0, 1, 65a740ca, 9a58bf35, 1, 0,               263964                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               264098                  134
7c0f07f8, 83f0f807, 6e2e59dc, 91d1a623, 0, 1, ea3d61d4, 15c29e2b, 0, 1,               264267                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               264403                  136
212cb542, ded34abd, 9110d422, 6eef2bdd, 0, 1, b23d8964, 4dc2769b, 0, 1,               264568                  165
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               264702                  134
89b30413, 764cfbec, 5423efa8, abdc1057, 1, 0, ddd6f3bc, 22290c43, 0, 1,               264859                  157
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               264994                  135
5f171fbe, a0e8e041, 177e2d2e, e881d2d1, 1, 0, 76954ced, 896ab312, 0, 1,               265133                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               265268                  135
6e788bdc, 91877423, 3530436a, cacfbc95, 0, 1, a3a8cf46, 5c5730b9, 0, 1,               265407                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               265541                  134
1f39793e, e0c686c1, 80a3ec01, 7f5c13fe, 0, 1, 9fdd653f, 60229ac0, 0, 1,               265736                  195
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               265870                  134
63008bc6, 9cff7439, 680ddbd0, 97f2242f, 1, 0, cb0e6797, 34f19868, 0, 1,               266009                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               266143                  134
d838a8b0, 27c7574f, ccea8299, 33157d66, 0, 1, a5232b49, 5adcd4b6, 1, 0,               266279                  136
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               266413                  134
ac62b258, 539d4da7, 3f3e077e, c0c1f881, 1, 0, eba0b9d7, 145f4628, 0, 1,               266567                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               266702                  135
bf5a1c7e, 40a5e381, ec0f18d8, 13f0e727, 0, 1, ab693556, 5496caa9, 1, 0,               266835                  133
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               266970                  135
e962cad2, 169d352d, 7254d3e4, 8dab2c1b, 1, 0, 5bb79eb7, a4486148, 1, 0,               267111                  141
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               267246                  135
b221b064, 4dde4f9b, a24f9a44, 5db065bb, 0, 1, 54714aa8, ab8eb557, 1, 0,               267399                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               267532                  133
0a3d1b14, f5c2e4eb, 1a050934, e5faf6cb, 0, 1, 24422448, dbbddbb7, 0, 1,               267684                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               267817                  133
65da8dcb, 9a257234, 6e56b7dc, 91a94823, 1, 0, d43145a8, 2bceba57, 0, 1,               267971                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               268106                  135
34a1c169, cb5e3e96, 4aec3595, b513ca6a, 0, 1, 7f8df6fe, 80720901, 0, 1,               268309                  203
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               268444                  135
1bc30537, e43cfac8, 5be7d7b7, a4182848, 1, 0, 77aadcef, 88552310, 0, 1,               268580                  136
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               268715                  135
25371d4a, dac8e2b5, 1b1ea336, e4e15cc9, 0, 1, 4055c080, bfaa3f7f, 0, 1,               268904                  189
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               269038                  134
b553766a, 4aac8995, 6f4b29de, 90b4d621, 0, 1, 249ea048, db615fb7, 1, 0,               269240                  202
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               269376                  136
e5bb28cb, 1a44d734, 9e73603c, 618c9fc3, 0, 1, 842e8907, 7bd176f8, 1, 0,               269548                  172
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               269683                  135
9ed82e3d, 6127d1c2, 1579952a, ea866ad5, 1, 0, b451c368, 4bae3c97, 0, 1,               269837                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               269972                  135
5a9bd9b5, a564264a, 2590394b, da6fc6b4, 0, 1, 802c1300, 7fd3ecff, 0, 1,               270191                  219
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               270325                  134
4f56459e, b0a9ba61, c508cc8a, 3af73375, 1, 0, 145f1229, eba0edd6, 1, 0,               270490                  165
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               270624                  134
2c9e7f59, d36180a6, cbb5b897, 344a4768, 1, 0, f85437f1, 07abc80e, 0, 1,               270805                  181
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               270940                  135
43737d86, bc8c8279, bbd73677, 4428c988, 0, 1, ff4ab3fd, 00b54c02, 0, 1,               271144                  204
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               271279                  135
5aee27b5, a511d84a, 1f4b2b3e, e0b4d4c1, 0, 1, 7a3952f3, 85c6ad0c, 0, 1,               271417                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               271552                  135
0dd9251b, f226dae4, 8578020a, 7a87fdf5, 1, 0, 93512726, 6caed8d9, 0, 1,               271704                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               271839                  135
3fa8fd7f, c0570280, 712a9be2, 8ed5641d, 1, 0, b0d39962, 4f2c669d, 0, 1,               271992                  153
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               272127                  135
8a49f814, 75b607eb, b65f1c6c, 49a0e393, 1, 0, 40a91481, bf56eb7e, 1, 0,               272299                  172
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               272434                  135
74c4a5e9, 8b3b5a16, 16acd72d, e95328d2, 1, 0, 8b717d17, 748e82e8, 0, 1,               272588                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               272722                  134
2162ff42, de9d00bd, 07cd2d0f, f832d2f0, 1, 0, 29302c52, d6cfd3ad, 0, 1,               272923                  201
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               273058                  135
c0e1a081, 3f1e5f7e, aa756854, 558a97ab, 1, 0, 6b5708d6, 94a8f729, 1, 0,               273196                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               273331                  135
89bf6e13, 764091ec, c07ba280, 3f845d7f, 1, 0, 4a3b1094, b5c4ef6b, 1, 0,               273485                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               273619                  134
7365afe6, 8c9a5019, 17fe9f2f, e80160d0, 1, 0, 8b644f16, 749bb0e9, 0, 1,               273759                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               273895                  136
3ff7857f, c0087a80, 1608ab2c, e9f754d3, 0, 1, 560030ab, a9ffcf54, 0, 1,               274145                  250
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               274280                  135
4cf52999, b30ad666, fde582fb, 021a7d04, 1, 0, 4adaac95, b525536a, 1, 0,               274420                  140
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               274555                  135
39b26b73, c64d948c, f3232ee6, 0cdcd119, 1, 0, 2cd59a5a, d32a65a5, 1, 0,               274693                  138
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               274828                  135
ad23605a, 52dc9fa5, b2f5e065, 4d0a1f9a, 0, 1, 601940bf, 9fe6bf40, 1, 0,               275046                  218
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               275180                  134
d0c31ca1, 2f3ce35e, 4e76db9c, b1892463, 1, 0, 1f39f83e, e0c607c1, 1, 0,               275353                  173
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               275488                  135
2ff20d5f, d00df2a0, f9f646f3, 0609b90c, 0, 1, 29e85452, d617abad, 1, 0,               275640                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               275776                  136
ba083a74, 45f7c58b, fe581afc, 01a7e503, 1, 0, b8605571, 479faa8e, 1, 0,               275903                  127
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               276038                  135
9d77963a, 628869c5, 3033ff60, cfcc009f, 1, 0, cdab959b, 32546a64, 0, 1,               276177                  139
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               276310                  133
c086f681, 3f79097e, b5301c6a, 4acfe395, 1, 0, 75b712ec, 8a48ed13, 1, 0,               276466                  156
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               276600                  134
fbc48af7, 043b7508, 82cf1405, 7d30ebfa, 0, 1, 7e939efc, 816c6103, 1, 0,               276769                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               276902                  133
1ff8eb3f, e00714c0, 92a8cc25, 6d5733da, 1, 0, b2a1b765, 4d5e489a, 0, 1,               277054                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               277189                  135
26dfed4d, d92012b2, 76c657ed, 8939a812, 1, 0, 9da6453b, 6259bac4, 0, 1,               277341                  152
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               277475                  134
6ac4fdd5, 953b022a, 7598d3eb, 8a672c14, 1, 0, e05dd1c1, 1fa22e3e, 0, 1,               277660                  185
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               277796                  136
7c729ff8, 838d6007, cfc34e9f, 303cb160, 0, 1, 4c35ee97, b3ca1168, 1, 0,               277952                  156
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               278088                  136
161b452c, e9e4bad3, faafa0f5, 05505f0a, 1, 0, 10cae622, ef3519dd, 1, 0,               278242                  154
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               278377                  135
5879bdb0, a786424f, a1a64a43, 5e59b5bc, 1, 0, fa2007f4, 05dff80b, 0, 1,               278627                  250
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               278761                  134
c3abdc87, 3c542378, d3e15ca7, 2c1ea358, 0, 1, 978d392e, 6872c6d1, 1, 0,               278886                  125
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               279021                  135
4618038c, b9e7fc73, 18d25331, e72dacce, 1, 0, 5eea56be, a115a941, 0, 1,               279190                  169
00000000, 00000000, 00000000, 00000000, 0, 0, 00000000, 00000000, 0, 0,               279324                  134
5b30d5b6, a4cf2a49, e492f6c9, 1b6d0936, 1, 0, 3fc3cc80, c03c337f, 1, 0,               279539                  215
